a;1546300800;6939;['6939', '13030', '8455', '12654'];2001:7fb:fe03::;48;
a;1546300800;6939;['6939', '8455', '12654'];2001:7fb:fe03::;48;
a;1546300800;32748;['32748'];2607:f128::;32;
a;1546300800;62972;['32748'];2607:f128::;32;
a;1546300800;62972;['32748'];2607:f128::;32;
a;1546300801;6939;['6939', '6453', '48526', '12654'];2001:7fb:fe15::;48;
a;1546300801;6939;['6939', '6453', '9002', '12654'];2001:7fb:fe07::;48;
a;1546300801;6939;['6939', '12654'];2001:7fb:fe10::;48;
a;1546300801;6939;['6939', '12654'];2001:7fb:fe0e::;48;
a;1546300801;6939;['6939', '9002', '12654'];2001:7fb:fe0b::;48;
a;1546300801;6939;['6939', '52320', '52863', '12654'];2001:7fb:fe0f::;48;
a;1546300801;32748;['32748'];2607:f128::;32;
a;1546300801;62972;['32748'];2607:f128::;32;
a;1546300801;62972;['32748'];2607:f128::;32;
a;1546300801;6939;['6939', '2497', '12654'];2001:7fb:fe06::;48;
a;1546300801;6939;['6939', '6453', '9002', '41722', '12654'];2001:7fb:fe0d::;48;
a;1546300801;6939;['6939', '13030', '12654'];2001:7fb:fe0b::;48;
a;1546300801;6939;['6939', '12654'];2001:7fb:fe01::;48;
a;1546300801;6939;['6939', '12654'];2001:7fb:fe07::;48;
a;1546300801;6939;['6939', '1299', '25091', '12654'];2001:7fb:fe04::;48;
a;1546300801;6939;['6939', '12654'];2001:7fb:fe05::;48;
a;1546300801;6939;['6939', '286', '12654'];2001:7fb:fe0c::;48;
a;1546300801;6939;['6939', '3257', '34549', '12654'];2001:7fb:fe00::;48;
a;1546300801;6939;['6939', '48526', '12654'];2001:7fb:fe15::;48;
a;1546300801;6939;['6939', '3356', '20811', '12654'];2001:7fb:fe0a::;48;
a;1546300801;6939;['6939', '13030', '29691', '12654'];2001:7fb:fe14::;48;
a;1546300801;6939;['6939', '13030', '12654'];2001:7fb:fe03::;48;
a;1546300801;6939;['6939', '39351', '12654'];2001:7fb:fe00::;48;
a;1546300801;6939;['6939', '47147', '12654'];2001:7fb:fe14::;48;
a;1546300801;6939;['6939', '196753', '12654'];2001:7fb:fe0a::;48;
a;1546300801;6939;['6939', '25091', '12654'];2001:7fb:fe04::;48;
a;1546300801;6939;['6939', '12654'];2001:7fb:fe0d::;48;
a;1546300802;6939;['6939', '50304', '12654'];2001:7fb:fe00::;48;
a;1546300802;6939;['6939', '30844', '327693'];2c0f:f4c0:1000::;36;
a;1546300802;6939;['6939', '12654'];2001:7fb:fe03::;48;
a;1546300802;6939;['6939', '12637', '12654'];2001:7fb:fe0a::;48;
a;1546300802;6939;['6939', '20764', '12654'];84.205.71.0;24;
a;1546300802;6939;['6939', '25220', '12654'];2001:7fb:fe0c::;48;
a;1546300802;6939;['6939', '7473', '4804'];2405:dc00:35e::;48;
a;1546300803;6939;['6939', '49697', '206479', '12654'];2001:7fb:fe00::;48;
w;1546300803;6939;'2c0f:f4c0:1000::;36;'
a;1546300804;6939;['6939', '30844', '327693'];2c0f:f4c0:1000::;36;
w;1546300805;6939;2c0f:f4c0:1000::;36;
a;1546300806;6939;['6939', '30844', '327693'];2c0f:f4c0:1000::;36;
a;1546300806;32748;['32748'];2607:f128::;32;
a;1546300806;62972;['32748'];2607:f128::;32;
a;1546300806;62972;['32748'];2607:f128::;32;
w;1546300807;6939;2c0f:f4c0:1000::;36;
a;1546300807;6939;['6939', '39351', '12654'];2001:7fb:fe00::;48;
a;1546300809;6939;['6939', '209', '19151', '12654'];2001:7fb:fe0b::;48;
a;1546300809;15169;['15169', '36040'];104.237.191.0;24;
a;1546300809;62972;['15169', '36040'];104.237.191.0;24;
a;1546300809;62972;['15169', '36040'];104.237.191.0;24;
a;1546300811;6939;['6939', '29075', '12654'];2001:7fb:fe15::;48;
a;1546300811;6939;['6939', '49605', '12654'];2001:7fb:fe0a::;48;
a;1546300813;6939;['6939', '37271', '12654'];2001:7fb:fe13::;48;
a;1546300818;6939;['6939', '52320', '53237', '53237', '263888'];2804:2744::;32;
a;1546300819;62972;['15169', '36040'];104.237.191.0;24;
a;1546300819;15169;['15169', '36040'];104.237.191.0;24;
a;1546300819;62972;['15169', '36040'];104.237.191.0;24;
a;1546300823;62972;['32748'];2607:f128::;32;
a;1546300823;62972;['32748'];2607:f128::;32;
a;1546300823;32748;['32748'];2607:f128::;32;
a;1546300823;32748;['32748'];2607:f128::;32;
a;1546300823;62972;['32748'];2607:f128::;32;
a;1546300823;62972;['32748'];2607:f128::;32;
a;1546300826;6939;['6939', '1299', '11019', '30361'];2a01:9dc0::;32;
a;1546300828;6939;['6939', '36040'];2620:11a:a0f0::;48;
a;1546300828;62972;['32748'];2607:f128::;32;
a;1546300828;32748;['32748'];2607:f128::;32;
a;1546300828;62972;['32748'];2607:f128::;32;
a;1546300829;32748;['32748'];2607:f128::;32;
a;1546300829;62972;['32748'];2607:f128::;32;
a;1546300829;62972;['32748'];2607:f128::;32;
a;1546300829;15169;['15169', '36040'];2620:11a:a0f0::;48;
a;1546300829;62972;['15169', '36040'];2620:11a:a0f0::;48;
a;1546300829;62972;['15169', '36040'];2620:11a:a0f0::;48;
a;1546300831;6939;['6939', '20764', '12654'];2001:7fb:fe0d::;48;
a;1546300832;6939;['6939', '513', '12654'];2001:7fb:fe04::;48;
a;1546300832;6939;['6939', '20764', '12654'];84.205.77.0;24;
a;1546300843;62972;['15169', '36040'];104.237.191.0;24;
a;1546300843;15169;['15169', '36040'];104.237.191.0;24;
a;1546300843;62972;['15169', '36040'];104.237.191.0;24;
a;1546300858;6939;['6939', '52320', '53237', '53237', '263888'];2804:2744::;32;
w;1546300858;6939;2a01:9dc0::;32;
a;1546300859;6939;['6939', '52320', '53237', '53237', '53237', '263888'];2804:2744::;32;
a;1546300859;6939;['6939', '12956', '53237', '53237', '53237', '263888'];2804:2744::;32;
w;1546300859;6939;103.235.21.0;24;
w;1546300860;6939;2607:f870:1::;48;
a;1546300860;6939;['6939', '2914', '25795', '202044'];2a06:2702::;31;
a;1546300860;6939;['6939', '2914', '25795', '202044'];2a06:2706::;31;
w;1546300860;6939;2a06:2706::;31;
w;1546300860;6939;2a06:2702::;31;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994'];185.18.252.0;24;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994'];46.19.46.0;24;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994', '43994'];185.18.255.0;24;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994', '43994'];79.142.57.0;24;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994', '43994'];79.142.56.0;24;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994', '43994'];79.142.55.0;24;
a;1546300861;6939;['6939', '20764', '43994', '43994', '43994', '43994'];46.19.43.0;24;
